,road_1,road_2,road_3,road_4,road_5,road_6,road_7,road_8,road_9,road_10,road_11,road_12,road_13,road_14,road_15,road_16,road_17,road_18
2022-07-29 21:58:00,15,37,54,31,7,44,17,9,38,50,59,73,58,37,66,37,52,62
2022-07-29 21:59:00,19,40,46,14,19,42,15,16,28,50,128,39,46,56,80,29,31,149
2022-07-29 22:00:00,14,19,32,15,7,49,19,19,57,155,62,32,99,34,73,24,43,29
2022-07-29 22:01:00,14,38,30,14,8,58,22,20,47,48,30,17,67,36,82,38,19,169
2022-07-29 22:02:00,12,36,48,28,12,56,30,19,36,50,41,39,28,31,71,26,38,47
2022-07-29 22:03:00,21,19,32,22,14,55,21,19,16,58,34,12,24,18,32,26,20,68
2022-07-29 22:04:00,22,15,39,18,12,38,28,30,26,111,28,11,65,25,43,55,29,38
2022-07-29 22:05:00,17,22,28,13,8,49,23,25,15,38,36,51,49,17,40,40,43,87
2022-07-29 22:06:00,23,26,59,23,8,49,24,32,34,79,96,163,57,24,39,46,21,49
2022-07-29 22:07:00,12,33,38,23,6,61,25,16,23,39,67,39,43,51,83,52,37,40
2022-07-29 22:08:00,23,34,56,21,10,44,20,18,13,20,54,116,47,18,53,58,92,23
2022-07-29 22:09:00,19,23,40,14,9,45,25,22,27,17,25,45,136,27,65,47,35,51
2022-07-29 22:10:00,21,28,48,18,8,54,27,37,18,51,52,27,64,63,56,57,26,48
2022-07-29 22:11:00,15,19,44,23,12,56,31,29,19,28,13,36,67,22,82,82,62,82
2022-07-29 22:12:00,19,25,58,19,11,70,35,31,15,38,36,51,39,14,29,66,39,126
2022-07-29 22:13:00,19,17,63,28,10,70,23,23,18,65,56,56,28,18,44,42,87,107
2022-07-29 22:14:00,17,21,61,29,10,57,28,30,31,143,51,21,67,32,52,40,38,128
2022-07-29 22:15:00,19,17,54,24,16,54,25,32,16,53,41,32,66,106,61,152,44,93
2022-07-29 22:16:00,29,29,49,26,15,66,24,31,61,31,106,68,72,152,28,35,58,35
2022-07-29 22:17:00,21,18,45,22,9,58,29,29,34,51,23,114,61,65,21,15,26,46
2022-07-29 22:18:00,24,30,49,14,16,61,37,22,91,136,52,108,112,77,89,40,18,44
2022-07-29 22:19:00,23,26,39,33,12,50,24,32,34,41,84,34,141,57,84,23,37,40
2022-07-29 22:20:00,16,43,52,30,9,54,27,26,64,88,25,47,66,43,53,98,31,69
2022-07-29 22:21:00,30,24,49,35,17,83,30,30,90,35,32,103,35,58,151,34,18,24
2022-07-29 22:22:00,15,43,57,29,10,62,17,24,66,52,53,57,82,86,53,47,23,31
2022-07-29 22:23:00,24,21,56,24,12,55,28,29,27,61,29,56,44,44,32,51,73,53
2022-07-29 22:24:00,29,25,40,17,10,60,31,28,63,36,44,43,53,25,33,34,44,88
2022-07-29 22:25:00,18,31,44,16,7,64,25,28,21,51,35,63,29,78,29,43,41,41
2022-07-29 22:26:00,22,37,45,16,16,71,30,24,41,36,43,48,114,53,14,104,98,28
2022-07-29 22:27:00,23,23,63,26,17,60,10,14,79,32,42,59,83,71,23,70,50,107
2022-07-29 22:28:00,23,24,50,21,17,48,27,24,108,54,53,40,50,84,26,33,24,91
2022-07-29 22:29:00,17,11,36,14,23,78,23,24,16,38,70,37,90,43,51,26,22,39
2022-07-29 22:30:00,15,22,49,34,119,40,21,30,22,53,82,104,47,34,115,71,86,111
2022-07-29 22:31:00,23,30,50,16,86,61,34,22,36,77,33,94,55,94,66,30,34,183
2022-07-29 22:32:00,19,31,54,23,115,59,24,17,39,50,19,52,80,61,114,74,32,56
2022-07-29 22:33:00,24,26,56,27,94,48,23,27,78,101,21,43,20,32,57,10,74,95
2022-07-29 22:34:00,28,25,53,28,108,64,23,29,40,41,7,74,82,26,37,25,16,64
2022-07-29 22:35:00,28,22,56,29,104,60,39,23,31,45,43,41,65,27,66,38,71,71
2022-07-29 22:36:00,26,28,40,18,95,53,20,29,56,135,38,125,19,38,50,41,25,11
2022-07-29 22:37:00,29,22,67,20,119,45,29,21,88,112,71,61,48,40,71,30,87,39
2022-07-29 22:38:00,17,31,46,16,89,68,22,28,29,57,64,136,86,38,100,34,38,17
2022-07-29 22:39:00,20,40,54,39,104,58,39,39,29,90,78,45,67,72,83,64,43,21
2022-07-29 22:40:00,18,26,52,22,101,66,22,36,58,88,52,35,55,28,64,27,75,31
2022-07-29 22:41:00,13,40,58,26,110,76,24,30,19,34,77,31,60,27,62,47,34,79
2022-07-29 22:42:00,21,19,48,36,144,56,21,21,34,29,60,75,28,40,63,32,63,58
2022-07-29 22:43:00,23,34,52,18,74,57,30,23,22,129,130,38,36,118,135,22,69,63
2022-07-29 22:44:00,17,20,52,27,102,41,20,27,23,109,33,37,56,80,73,20,46,33
2022-07-29 22:45:00,26,22,21,12,79,43,42,38,34,78,56,77,26,118,32,31,35,22
2022-07-29 22:46:00,19,24,10,16,112,74,26,19,63,68,58,68,72,44,47,63,58,135
2022-07-29 22:47:00,19,41,13,19,110,28,22,33,65,43,54,47,54,45,166,34,52,122
2022-07-29 22:48:00,11,23,35,29,122,45,29,34,55,67,52,48,66,93,118,32,68,96
2022-07-29 22:49:00,22,39,59,30,99,17,15,20,28,33,95,41,60,57,51,21,19,34
2022-07-29 22:50:00,21,23,51,31,112,16,7,21,68,61,176,60,42,68,28,25,27,17
2022-07-29 22:51:00,26,29,45,36,107,5,8,25,43,161,49,25,15,27,30,28,117,48
2022-07-29 22:52:00,30,36,61,33,96,4,4,16,97,81,72,114,32,27,63,81,102,37
2022-07-29 22:53:00,12,25,45,26,92,13,7,30,66,60,45,32,63,49,67,53,39,25
2022-07-29 22:54:00,15,18,34,21,89,13,8,26,55,54,52,20,38,95,28,23,74,31
2022-07-29 22:55:00,14,35,45,22,87,6,4,22,29,65,50,49,54,115,60,25,34,45
2022-07-29 22:56:00,15,26,41,21,84,4,5,16,28,24,45,129,15,81,53,53,27,119
2022-07-29 22:57:00,14,26,35,20,106,11,6,18,80,120,27,45,27,28,76,69,51,65
2022-07-29 22:58:00,14,17,34,28,92,5,7,23,47,105,26,50,25,38,49,36,133,70
2022-07-29 22:59:00,19,37,45,25,71,5,10,22,52,63,11,106,34,29,105,71,39,111
2022-07-29 23:00:00,19,31,50,23,97,5,6,21,64,84,12,39,42,21,59,83,37,77
2022-07-29 23:01:00,18,43,28,25,102,7,7,17,41,45,23,56,64,60,79,39,48,44
2022-07-29 23:02:00,29,40,51,37,84,8,8,12,60,62,25,31,98,43,23,23,29,39
2022-07-29 23:03:00,11,30,30,23,78,13,6,17,41,101,38,59,67,132,107,24,89,81
2022-07-29 23:04:00,6,28,42,22,74,12,10,16,51,42,130,47,62,53,28,42,29,64
2022-07-29 23:05:00,13,11,45,20,76,7,7,16,22,90,64,23,103,74,23,101,54,124
2022-07-29 23:06:00,18,12,32,17,79,10,12,23,33,40,19,26,48,26,47,41,14,42
2022-07-29 23:07:00,16,16,43,10,86,7,8,15,30,143,43,39,107,36,67,34,12,28
2022-07-29 23:08:00,20,26,41,17,62,11,8,28,35,78,70,41,40,41,130,16,17,38
2022-07-29 23:09:00,24,14,39,31,81,10,5,18,42,75,75,31,100,31,44,37,94,31
2022-07-29 23:10:00,17,18,46,24,92,6,8,26,77,24,55,48,72,74,126,26,35,39
2022-07-29 23:11:00,28,22,30,14,73,4,10,25,81,69,32,92,35,43,124,42,38,112
2022-07-29 23:12:00,26,17,39,32,103,5,7,13,33,148,42,33,84,32,89,36,60,85
2022-07-29 23:13:00,26,12,33,32,77,15,15,23,25,99,94,37,33,29,48,81,74,75
2022-07-29 23:14:00,24,14,23,22,73,12,12,24,59,95,66,114,20,37,73,45,33,122
2022-07-29 23:15:00,15,18,41,22,71,5,9,13,79,70,41,38,14,83,88,18,15,41
2022-07-29 23:16:00,26,21,24,19,104,13,6,14,43,41,58,43,35,62,41,33,25,62
2022-07-29 23:17:00,25,40,46,22,97,6,5,12,19,58,81,80,49,31,93,42,17,41
2022-07-29 23:18:00,29,29,42,16,55,9,5,11,66,24,53,60,67,27,23,34,20,19
2022-07-29 23:19:00,18,25,31,14,57,7,9,15,26,30,100,51,43,19,92,57,21,34
2022-07-29 23:20:00,20,24,27,13,74,5,9,18,30,36,45,31,33,19,47,20,66,65
2022-07-29 23:21:00,26,26,26,14,81,4,7,18,62,43,76,23,67,34,101,24,63,126
2022-07-29 23:22:00,16,31,31,18,74,8,6,14,19,52,51,49,83,39,24,59,66,90
2022-07-29 23:23:00,24,24,24,19,74,10,9,21,103,43,51,49,45,56,30,67,66,60
2022-07-29 23:24:00,21,25,30,19,87,7,7,20,35,52,56,26,99,51,67,23,36,99
2022-07-29 23:25:00,21,38,39,36,108,5,7,7,31,40,64,35,43,51,81,27,113,116
2022-07-29 23:26:00,29,34,28,26,74,6,9,12,51,21,29,51,45,139,40,51,28,46
2022-07-29 23:27:00,18,26,21,22,55,4,5,12,61,15,29,31,62,26,42,91,30,92
2022-07-29 23:28:00,23,31,28,23,73,5,6,16,27,20,34,71,47,52,25,59,39,131
2022-07-29 23:29:00,16,32,35,21,49,5,6,21,47,13,24,50,50,36,43,70,46,64
2022-07-29 23:30:00,17,31,30,23,68,10,8,20,28,37,50,52,36,47,31,30,20,31
2022-07-29 23:31:00,28,29,29,25,93,5,7,16,81,39,36,38,99,15,39,21,54,50
2022-07-29 23:32:00,24,28,37,33,86,10,6,17,35,86,79,83,92,23,41,76,32,72
2022-07-29 23:33:00,27,30,27,21,69,4,6,15,65,128,54,137,94,64,117,60,77,78
2022-07-29 23:34:00,31,25,32,19,60,5,5,26,21,59,55,60,74,21,59,10,24,43
2022-07-29 23:35:00,21,30,29,25,76,6,13,20,23,78,52,45,48,117,76,26,45,34
2022-07-29 23:36:00,24,29,32,32,85,4,8,16,56,75,25,71,19,11,68,74,46,35
2022-07-29 23:37:00,29,26,29,14,56,8,6,20,22,35,101,73,20,95,94,73,80,72
2022-07-29 23:38:00,23,29,29,14,53,7,5,23,33,22,28,93,54,62,34,49,92,49
2022-07-29 23:39:00,20,24,25,32,85,7,5,13,62,40,121,46,30,31,138,35,34,82
2022-07-29 23:40:00,21,31,38,21,67,8,7,13,41,27,69,40,35,59,117,43,24,50
2022-07-29 23:41:00,14,34,26,19,56,5,6,15,22,30,35,80,59,37,57,50,19,47
2022-07-29 23:42:00,25,22,28,21,57,4,4,15,76,69,28,31,30,19,61,29,46,93
2022-07-29 23:43:00,11,32,29,16,61,6,7,17,28,71,67,114,50,24,105,26,23,60
2022-07-29 23:44:00,21,33,25,17,67,8,5,16,22,107,60,52,83,25,48,46,16,85
2022-07-29 23:45:00,14,27,35,17,57,9,5,16,108,78,60,43,151,61,40,55,18,71
2022-07-29 23:46:00,12,37,25,16,51,7,4,11,45,114,89,21,77,164,88,43,41,63
2022-07-29 23:47:00,14,25,21,17,63,7,5,17,20,63,50,10,98,60,76,32,60,75
2022-07-29 23:48:00,17,22,22,17,63,7,5,18,26,80,76,33,81,131,47,76,80,88
2022-07-29 23:49:00,12,40,23,14,45,4,5,13,26,38,47,101,51,62,32,24,33,145
2022-07-29 23:50:00,17,34,22,11,42,6,5,11,56,70,116,88,88,27,54,22,23,110
2022-07-29 23:51:00,13,25,21,23,35,5,6,17,39,28,14,52,75,18,51,11,23,63
2022-07-29 23:52:00,12,26,24,13,46,7,8,20,36,38,38,24,41,31,75,31,50,166
2022-07-29 23:53:00,15,26,21,12,48,5,5,20,55,53,43,87,88,24,37,70,35,49
2022-07-29 23:54:00,20,36,13,12,68,4,4,17,57,37,73,97,49,24,37,14,37,98
2022-07-29 23:55:00,10,28,33,18,51,6,4,11,76,71,95,116,138,34,45,46,52,102
2022-07-29 23:56:00,11,26,20,13,42,8,5,12,99,17,28,58,56,49,84,35,37,40
2022-07-29 23:57:00,13,27,34,17,37,7,5,17,54,13,11,49,57,78,45,71,21,19
2022-07-29 23:58:00,15,23,18,16,48,4,4,10,63,47,94,44,38,72,79,32,59,35
2022-07-29 23:59:00,15,26,24,9,33,11,8,12,30,66,54,28,27,49,170,26,76,44
2022-07-30 00:00:00,29,37,69,15,51,54,50,30,28,116,29,84,10,81,59,89,25,14
2022-07-30 00:01:00,26,35,67,12,54,44,36,24,36,44,29,86,17,82,47,64,33,27
2022-07-30 00:02:00,27,35,67,15,41,47,42,23,72,43,41,59,31,51,119,29,57,27
2022-07-30 00:03:00,25,33,65,11,34,39,40,33,44,99,70,95,86,125,50,23,79,14
2022-07-30 00:04:00,29,36,68,10,57,46,48,39,49,52,34,68,83,35,104,48,45,196
2022-07-30 00:05:00,27,35,67,17,41,45,44,25,28,31,75,81,34,39,109,52,28,58
2022-07-30 00:06:00,25,32,64,15,45,31,29,25,48,60,38,88,57,97,45,16,24,81
2022-07-30 00:07:00,25,33,65,11,43,42,34,25,22,91,99,54,48,28,127,25,24,142
2022-07-30 00:08:00,28,35,68,15,39,43,56,35,14,29,81,42,42,49,137,38,43,66
2022-07-30 00:09:00,30,38,71,12,56,54,48,36,24,62,48,32,72,84,82,50,28,46
2022-07-30 00:10:00,29,38,71,17,52,60,47,36,48,46,34,27,34,45,86,29,31,101
2022-07-30 00:11:00,29,37,69,11,51,50,52,27,76,74,83,110,112,87,22,95,68,57
2022-07-30 00:12:00,29,35,68,19,53,47,40,28,53,50,33,30,33,92,22,44,13,119
2022-07-30 00:13:00,29,35,68,20,47,47,44,29,39,64,93,79,76,39,24,31,23,55
2022-07-30 00:14:00,25,33,65,21,39,35,40,28,22,49,23,120,75,59,51,57,22,70
2022-07-30 00:15:00,26,35,67,19,44,45,36,29,62,58,65,34,95,31,112,55,23,156
2022-07-30 00:16:00,26,35,67,15,43,46,37,34,24,57,47,30,123,27,93,17,15,71
2022-07-30 00:17:00,25,33,65,10,48,33,40,26,63,52,103,76,56,33,57,25,7,127
2022-07-30 00:18:00,25,33,65,14,40,35,36,26,28,46,46,20,22,76,22,12,35,78
2022-07-30 00:19:00,25,33,64,14,36,38,42,25,34,77,43,24,15,18,26,24,66,88
2022-07-30 00:20:00,26,35,67,16,46,33,37,36,54,49,35,86,29,53,83,58,27,72
2022-07-30 00:21:00,25,33,65,17,37,42,42,34,32,84,37,63,29,54,44,41,30,99
2022-07-30 00:22:00,26,35,67,13,43,45,42,24,26,41,66,41,86,29,36,25,37,24
2022-07-30 00:23:00,25,32,64,10,42,37,30,30,55,109,37,19,68,16,56,29,31,27
2022-07-30 00:24:00,23,31,64,10,39,37,32,20,29,50,42,40,49,33,42,38,41,35
2022-07-30 00:25:00,25,31,64,12,39,32,30,28,43,48,87,96,57,42,29,51,32,143
2022-07-30 00:26:00,25,31,64,17,33,38,33,29,29,160,36,37,63,59,71,22,34,118
2022-07-30 00:27:00,22,31,63,11,31,22,29,28,85,115,30,56,37,35,64,34,57,65
2022-07-30 00:28:00,26,34,67,10,38,41,45,30,31,51,59,13,53,27,53,16,41,66
2022-07-30 00:29:00,27,35,67,24,49,43,40,32,17,112,50,25,62,41,35,10,71,43
2022-07-30 00:30:00,25,31,64,10,39,35,36,29,27,41,23,33,119,36,45,91,35,88
2022-07-30 00:31:00,23,31,63,6,34,35,32,20,16,18,31,34,84,39,27,63,60,43
2022-07-30 00:32:00,22,30,63,12,34,30,31,22,24,48,39,12,126,78,80,57,58,74
2022-07-30 00:33:00,22,30,63,10,35,27,24,26,42,40,31,52,79,52,26,28,29,22
2022-07-30 00:34:00,23,31,64,18,31,30,33,30,30,98,39,95,63,53,38,43,34,26
2022-07-30 00:35:00,23,31,64,24,40,36,24,21,20,81,39,60,70,40,66,40,91,28
2022-07-30 00:36:00,25,33,65,6,31,32,49,31,28,110,23,77,89,129,42,59,30,67
2022-07-30 00:37:00,22,31,63,16,40,39,26,17,112,83,45,53,60,158,62,55,49,55
2022-07-30 00:38:00,21,29,62,7,19,26,29,31,62,89,27,45,62,46,29,68,28,98
2022-07-30 00:39:00,23,31,63,20,38,26,27,24,36,55,45,108,99,12,30,17,56,27
2022-07-30 00:40:00,23,31,64,10,29,32,36,33,67,88,96,146,31,18,56,17,13,57
2022-07-30 00:41:00,23,31,63,14,35,32,29,16,39,45,62,113,61,47,43,8,32,85
2022-07-30 00:42:00,21,29,61,10,31,28,20,23,53,112,114,77,36,127,55,30,26,54
2022-07-30 00:43:00,22,30,63,12,32,18,27,28,31,90,61,63,80,71,81,121,65,116
2022-07-30 00:44:00,21,29,61,14,31,24,30,19,43,107,64,83,122,134,40,32,51,74
2022-07-30 00:45:00,21,28,60,17,28,27,25,17,39,54,36,74,90,54,77,52,63,75
2022-07-30 00:46:00,19,27,60,13,18,30,20,17,35,114,91,81,46,45,61,25,41,77
2022-07-30 00:47:00,21,29,61,13,22,18,23,29,31,99,48,61,82,33,49,24,25,47
2022-07-30 00:48:00,21,29,61,16,36,25,20,14,12,74,96,117,36,70,22,19,19,56
2022-07-30 00:49:00,20,27,60,16,14,24,25,23,36,117,35,36,36,35,28,28,78,77
2022-07-30 00:50:00,23,31,63,14,35,28,27,20,18,81,47,44,55,48,122,22,104,93
2022-07-30 00:51:00,21,27,60,12,25,32,23,15,17,97,61,116,88,122,47,19,16,48
2022-07-30 00:52:00,19,27,60,10,25,24,19,22,58,45,17,56,40,72,74,39,28,38
2022-07-30 00:53:00,22,31,63,14,30,42,34,22,37,27,30,33,35,43,104,14,21,89
2022-07-30 00:54:00,21,27,60,21,27,42,19,18,17,28,19,29,73,57,54,30,63,52
2022-07-30 00:55:00,19,27,60,14,24,42,24,22,19,22,33,23,59,48,113,16,27,73
2022-07-30 00:56:00,21,27,60,12,25,42,22,16,51,57,37,37,44,83,77,22,58,45
2022-07-30 00:57:00,21,27,60,10,27,42,27,21,61,28,42,96,39,32,121,40,29,85
2022-07-30 00:58:00,19,27,59,14,29,41,27,16,89,208,23,42,84,20,93,51,37,63
2022-07-30 00:59:00,19,27,59,13,22,41,25,21,27,57,36,27,32,24,65,39,52,34
2022-07-30 01:00:00,19,27,60,12,22,42,29,22,80,77,62,43,51,49,123,19,20,51
2022-07-30 01:01:00,19,27,59,14,26,41,21,17,29,58,42,72,50,59,40,42,48,158
2022-07-30 01:02:00,22,30,63,17,28,42,33,23,24,101,80,65,106,71,27,38,77,62
2022-07-30 01:03:00,19,27,59,10,30,41,14,15,44,62,41,52,50,129,47,47,47,30
2022-07-30 01:04:00,19,27,59,12,21,41,18,14,24,99,63,33,25,75,59,63,56,30
2022-07-30 01:05:00,18,26,59,14,16,8,18,26,30,53,51,60,46,92,51,51,32,49
2022-07-30 01:06:00,21,27,60,16,25,15,26,18,39,61,84,41,36,44,37,37,14,57
2022-07-30 01:07:00,20,27,60,12,20,22,26,21,32,85,64,57,85,69,42,48,19,37
2022-07-30 01:08:00,18,26,59,10,18,17,17,13,24,35,96,43,45,127,158,61,45,31
2022-07-30 01:09:00,19,27,60,15,21,18,23,16,33,35,21,49,40,26,53,46,36,46
2022-07-30 01:10:00,21,27,60,12,26,23,17,25,18,72,62,109,60,17,41,26,64,75
2022-07-30 01:11:00,19,27,59,14,18,21,22,17,20,59,70,57,48,32,36,27,61,45
2022-07-30 01:12:00,21,29,61,6,29,25,31,20,48,98,147,120,58,27,94,32,53,36
2022-07-30 01:13:00,21,29,61,10,36,22,18,20,18,35,57,23,41,25,54,31,29,33
2022-07-30 01:14:00,19,27,60,12,23,28,19,10,19,63,19,73,84,61,59,30,25,20
2022-07-30 01:15:00,18,27,59,15,17,16,23,15,40,67,23,62,74,13,56,20,89,46
2022-07-30 01:16:00,19,27,59,11,23,24,17,15,27,54,39,109,53,48,82,25,44,66
2022-07-30 01:17:00,18,27,59,10,17,19,25,18,71,90,116,36,118,47,41,33,53,104
2022-07-30 01:18:00,18,27,59,12,15,22,20,17,23,55,115,47,23,28,36,13,21,28
2022-07-30 01:19:00,18,27,59,7,24,18,25,12,48,36,33,139,25,82,86,16,16,67
2022-07-30 01:20:00,18,26,59,14,14,18,26,17,25,78,34,32,17,43,59,9,14,34
2022-07-30 01:21:00,18,27,59,13,22,16,15,14,52,41,75,50,41,112,195,37,31,39
2022-07-30 01:22:00,17,26,59,10,12,14,16,17,18,108,42,42,65,32,54,40,36,33
2022-07-30 01:23:00,19,27,59,8,24,22,19,24,20,123,100,79,76,47,29,20,32,66
2022-07-30 01:24:00,17,25,57,11,22,19,11,13,92,52,84,131,71,76,45,44,38,34
2022-07-30 01:25:00,17,23,56,9,13,10,14,18,42,77,54,60,135,42,62,87,14,31
2022-07-30 01:26:00,17,26,59,10,13,18,19,14,26,32,34,40,34,48,39,36,22,41
2022-07-30 01:27:00,19,27,60,7,18,23,21,22,28,79,35,40,50,38,36,22,39,101
2022-07-30 01:28:00,17,26,59,8,24,14,20,14,65,42,71,35,46,37,35,38,30,47
2022-07-30 01:29:00,17,25,57,11,17,16,19,15,38,27,26,143,33,73,17,54,29,22
2022-07-30 01:30:00,17,26,59,12,19,14,10,15,39,41,32,64,35,122,44,62,47,54
2022-07-30 01:31:00,18,27,59,11,16,14,21,19,50,55,51,73,32,34,65,41,19,47
2022-07-30 01:32:00,17,26,59,5,23,16,12,15,19,30,64,51,58,35,45,15,69,91
2022-07-30 01:33:00,18,26,59,7,14,17,17,17,30,36,44,214,45,80,71,28,25,42
2022-07-30 01:34:00,18,26,59,10,14,19,22,16,20,46,55,49,47,35,46,85,60,34
2022-07-30 01:35:00,18,26,59,7,18,18,19,15,24,55,34,30,65,86,110,58,55,24
2022-07-30 01:36:00,17,25,58,8,21,15,14,11,63,51,91,37,72,112,34,32,33,37
2022-07-30 01:37:00,17,25,58,7,15,20,26,15,23,55,41,49,113,142,37,66,52,39
2022-07-30 01:38:00,17,25,57,11,20,20,18,12,53,74,49,16,38,65,17,44,33,181
2022-07-30 01:39:00,17,23,56,10,17,12,14,13,82,98,25,34,36,105,68,82,63,82
2022-07-30 01:40:00,17,23,56,11,13,12,13,16,25,43,26,44,105,63,82,26,25,34
2022-07-30 01:41:00,17,25,57,13,25,17,11,7,59,77,36,62,26,46,63,36,41,134
2022-07-30 01:42:00,17,23,56,9,12,14,17,13,23,197,45,33,37,78,98,42,40,50
2022-07-30 01:43:00,17,25,57,12,19,18,10,14,11,55,35,56,56,45,108,74,16,29
2022-07-30 01:44:00,17,25,58,7,21,16,14,12,19,28,18,95,80,87,56,18,51,23
2022-07-30 01:45:00,18,27,59,9,21,16,22,17,31,60,23,95,58,51,26,9,39,15
2022-07-30 01:46:00,18,26,59,12,20,21,13,14,28,49,27,79,15,117,45,16,39,46
2022-07-30 01:47:00,15,23,56,6,13,17,14,16,61,26,29,88,33,19,44,23,52,118
2022-07-30 01:48:00,19,27,59,9,14,18,29,22,49,58,31,61,20,13,72,42,23,43
2022-07-30 01:49:00,19,27,59,12,26,22,16,18,26,21,67,32,43,26,41,22,70,106
2022-07-30 01:50:00,17,26,59,12,19,18,18,12,27,45,72,57,35,58,22,72,21,94
2022-07-30 01:51:00,17,25,57,4,13,17,17,14,94,65,75,127,39,31,14,23,71,47
2022-07-30 01:52:00,17,25,57,12,16,13,12,12,30,37,28,26,31,83,15,21,31,56
2022-07-30 01:53:00,19,27,59,14,16,22,19,22,49,31,46,34,43,86,24,20,30,43
2022-07-30 01:54:00,18,26,59,13,22,18,22,18,23,57,66,37,67,39,55,59,36,74
2022-07-30 01:55:00,17,25,57,16,17,17,15,10,35,110,114,24,32,29,150,47,52,54
2022-07-30 01:56:00,17,25,58,10,18,14,20,15,51,106,39,16,25,69,85,65,66,128
2022-07-30 01:57:00,18,26,59,11,15,20,17,18,25,144,59,39,71,59,108,33,20,54
2022-07-30 01:58:00,19,27,59,12,33,23,16,15,65,39,27,59,123,67,40,32,28,112
2022-07-30 01:59:00,18,27,59,6,21,17,20,16,12,42,38,68,102,66,54,29,27,48
2022-07-30 02:00:00,17,25,57,15,15,15,15,21,33,114,25,104,111,120,33,32,81,40
2022-07-30 02:01:00,17,24,56,12,15,16,19,12,92,64,108,67,49,39,30,27,18,25
2022-07-30 02:02:00,17,25,57,14,17,17,15,15,16,41,65,67,183,44,46,31,57,82
2022-07-30 02:03:00,19,27,59,9,19,17,22,17,49,43,40,49,63,36,98,52,48,82
2022-07-30 02:04:00,17,25,57,12,18,18,16,17,26,101,81,33,45,39,42,38,64,92
2022-07-30 02:05:00,18,26,59,6,18,16,18,20,52,116,58,122,94,51,64,22,40,38
2022-07-30 02:06:00,18,26,59,8,18,17,18,16,86,63,87,38,70,101,51,82,41,44
2022-07-30 02:07:00,20,27,60,8,21,24,28,18,79,39,83,46,136,27,28,30,75,73
2022-07-30 02:08:00,19,27,59,11,22,22,19,19,23,48,51,61,153,80,47,32,53,31
2022-07-30 02:09:00,17,25,57,11,18,13,16,13,24,80,86,35,29,96,44,71,53,29
2022-07-30 02:10:00,17,25,58,13,20,16,18,16,27,74,109,29,23,49,108,42,41,38
2022-07-30 02:11:00,17,25,57,12,16,17,24,13,27,104,49,55,47,91,107,18,59,40
2022-07-30 02:12:00,17,25,56,6,21,14,12,10,36,45,34,73,24,42,84,41,29,53
2022-07-30 02:13:00,18,27,59,13,14,14,23,21,22,50,21,35,86,58,48,60,21,59
2022-07-30 02:14:00,21,27,60,12,23,22,30,24,64,206,35,49,98,105,47,32,31,158
2022-07-30 02:15:00,21,29,61,9,27,29,29,24,80,54,6,81,40,76,35,9,21,72
2022-07-30 02:16:00,19,27,60,11,25,20,17,20,21,38,14,121,107,59,66,27,13,102
2022-07-30 02:17:00,21,29,61,6,25,24,26,23,22,95,50,119,37,93,92,24,43,50
2022-07-30 02:18:00,18,27,59,8,22,24,20,12,16,116,44,70,26,98,75,67,69,51
2022-07-30 02:19:00,17,25,57,4,18,19,16,17,23,64,35,69,71,37,86,117,83,50
2022-07-30 02:20:00,19,27,59,5,13,22,24,25,45,34,43,50,92,31,61,34,32,40
2022-07-30 02:21:00,21,27,60,9,27,27,19,17,79,167,30,48,35,65,98,33,19,70
2022-07-30 02:22:00,18,26,59,11,19,17,16,21,42,54,24,55,66,35,48,19,16,30
2022-07-30 02:23:00,17,26,59,4,22,19,18,18,52,33,76,76,128,46,179,77,35,141
2022-07-30 02:24:00,18,27,59,12,23,19,14,11,33,53,60,60,34,56,104,47,69,113
2022-07-30 02:25:00,18,27,59,6,12,16,23,21,35,85,32,55,140,41,79,42,52,73
2022-07-30 02:26:00,18,26,59,9,21,22,11,17,49,32,73,70,62,45,39,19,18,104
2022-07-30 02:27:00,19,27,60,16,19,15,25,20,24,97,35,152,52,25,43,14,29,125
2022-07-30 02:28:00,17,25,57,13,21,7,16,17,15,61,70,44,112,80,59,23,46,73
2022-07-30 02:29:00,19,27,60,12,28,19,17,19,81,80,44,83,91,31,120,79,34,81
2022-07-30 02:30:00,19,27,60,11,24,25,25,16,46,50,86,41,32,54,46,61,89,139
2022-07-30 02:31:00,19,27,59,14,22,15,18,25,43,98,32,48,26,33,32,58,34,66
2022-07-30 02:32:00,19,27,60,10,24,23,25,17,71,30,16,51,27,71,65,126,128,93
2022-07-30 02:33:00,18,27,59,4,22,19,22,14,85,32,20,59,45,56,35,31,75,39
2022-07-30 02:34:00,18,27,59,14,24,20,16,18,45,39,32,43,46,79,28,22,81,53
2022-07-30 02:35:00,18,27,59,12,15,15,21,22,11,41,71,66,77,82,17,51,31,36
2022-07-30 02:36:00,21,27,60,11,22,20,24,21,95,125,53,57,67,36,46,57,25,46
2022-07-30 02:37:00,23,31,63,8,30,33,32,28,52,49,27,74,38,27,89,27,64,34
2022-07-30 02:38:00,21,29,61,8,37,32,21,22,79,57,56,102,25,30,42,15,54,58
2022-07-30 02:39:00,21,27,60,9,24,26,20,20,35,169,47,52,21,54,58,31,29,68
2022-07-30 02:40:00,21,27,60,11,27,24,25,17,38,31,32,27,27,74,57,43,65,28
2022-07-30 02:41:00,21,28,60,12,25,21,34,27,59,29,24,44,38,107,29,72,39,19
