,road_1,road_2,road_3,road_4,road_5,road_6,road_7,road_8,road_9,road_10,road_11,road_12,road_13,road_14,road_15,road_16,road_17,road_18
2022-07-29 17:14:00,78,109,133,149,31,107,158,78,25,92,18,79,68,59,51,24,33,43
2022-07-29 17:15:00,62,98,140,154,7,119,150,86,30,55,92,47,28,58,33,19,72,21
2022-07-29 17:16:00,75,105,138,167,32,114,168,116,62,55,37,110,59,47,43,15,11,11
2022-07-29 17:17:00,56,67,115,150,27,126,143,87,60,86,56,48,114,40,62,34,25,49
2022-07-29 17:18:00,84,92,109,52,23,108,110,100,40,84,78,105,60,62,42,116,37,119
2022-07-29 17:19:00,84,102,97,90,8,121,157,96,29,21,45,40,52,31,95,72,26,86
2022-07-29 17:20:00,61,96,144,81,8,105,162,92,24,46,67,34,132,40,103,54,43,41
2022-07-29 17:21:00,80,88,106,45,13,105,160,75,60,85,34,53,74,29,74,39,22,31
2022-07-29 17:22:00,87,90,125,25,8,84,120,107,38,60,46,46,89,19,58,21,64,35
2022-07-29 17:23:00,69,112,146,41,7,90,151,87,43,39,94,78,63,40,43,18,22,47
2022-07-29 17:24:00,73,105,141,64,10,113,167,101,70,36,60,35,133,33,58,54,45,50
2022-07-29 17:25:00,80,97,162,52,13,113,138,90,50,45,51,76,70,43,189,46,95,46
2022-07-29 17:26:00,81,91,155,70,12,113,139,100,29,25,45,57,40,163,49,24,48,48
2022-07-29 17:27:00,58,116,150,77,7,119,166,96,75,57,65,28,41,71,41,26,49,131
2022-07-29 17:28:00,80,101,176,63,14,125,127,86,56,59,139,21,90,71,127,39,31,77
2022-07-29 17:29:00,64,116,160,37,14,117,172,84,76,79,47,164,66,129,90,73,25,144
2022-07-29 17:30:00,72,100,174,48,18,109,174,90,51,70,71,52,53,74,51,80,29,31
2022-07-29 17:31:00,64,100,183,47,7,67,139,100,16,33,136,91,85,75,29,61,36,101
2022-07-29 17:32:00,46,75,161,59,16,95,169,97,36,55,68,41,61,51,50,76,40,76
2022-07-29 17:33:00,25,42,159,41,18,99,83,93,73,33,80,40,61,62,80,44,22,26
2022-07-29 17:34:00,17,66,147,47,9,114,120,78,63,32,43,99,55,52,57,104,81,27
2022-07-29 17:35:00,33,80,132,43,14,121,104,88,41,20,62,41,135,23,79,42,33,35
2022-07-29 17:36:00,10,52,152,50,16,137,147,75,30,42,129,91,101,13,69,40,26,23
2022-07-29 17:37:00,13,22,112,39,7,117,129,106,26,80,56,53,78,103,37,84,41,27
2022-07-29 17:38:00,18,31,150,41,8,115,128,91,83,147,75,56,55,62,24,24,55,25
2022-07-29 17:39:00,4,16,126,48,9,88,166,107,49,76,38,119,54,84,44,45,28,59
2022-07-29 17:40:00,7,7,125,52,15,114,166,92,56,55,41,118,41,118,114,35,31,92
2022-07-29 17:41:00,12,12,127,53,19,86,133,86,31,33,71,75,26,60,44,54,18,23
2022-07-29 17:42:00,18,51,148,36,6,70,127,94,38,25,38,68,56,175,49,27,22,29
2022-07-29 17:43:00,45,58,132,44,18,116,110,86,42,63,46,41,31,48,28,26,15,66
2022-07-29 17:44:00,27,125,130,56,6,137,142,89,60,48,35,38,50,25,67,81,15,65
2022-07-29 17:45:00,37,101,167,42,11,128,127,86,33,103,25,45,101,27,100,27,20,35
2022-07-29 17:46:00,35,98,154,58,25,120,146,89,48,71,35,38,51,86,103,18,19,37
2022-07-29 17:47:00,26,79,164,50,22,58,131,99,51,34,75,17,24,38,41,45,38,149
2022-07-29 17:48:00,5,101,109,59,20,83,147,68,38,40,37,23,47,58,31,46,45,62
2022-07-29 17:49:00,8,82,83,38,16,93,105,91,23,54,27,53,139,21,39,30,34,94
2022-07-29 17:50:00,19,92,92,42,14,114,110,89,22,39,16,38,47,39,39,35,62,24
2022-07-29 17:51:00,8,105,159,46,21,112,128,91,41,136,43,56,38,35,58,24,24,56
2022-07-29 17:52:00,16,98,152,55,17,136,164,80,31,82,68,55,101,25,22,70,23,49
2022-07-29 17:53:00,16,97,125,45,15,94,141,97,76,72,51,148,57,82,27,35,53,139
2022-07-29 17:54:00,4,112,116,50,4,114,129,114,32,63,54,105,112,33,70,18,14,35
2022-07-29 17:55:00,14,114,144,42,15,122,153,87,22,40,38,79,39,31,68,40,45,99
2022-07-29 17:56:00,4,85,152,41,22,103,150,96,32,53,88,88,96,37,69,38,62,57
2022-07-29 17:57:00,14,91,154,49,9,109,129,88,31,157,60,42,66,92,206,54,11,73
2022-07-29 17:58:00,22,111,85,52,12,131,152,85,26,100,46,30,59,34,77,44,49,22
2022-07-29 17:59:00,30,89,133,90,42,106,150,76,29,73,32,25,43,34,35,37,45,98
2022-07-29 18:00:00,44,96,126,101,120,123,152,72,26,60,66,51,33,32,23,29,27,108
2022-07-29 18:01:00,12,123,146,114,131,128,133,58,27,46,33,165,65,40,69,24,35,35
2022-07-29 18:02:00,7,104,170,135,131,96,91,64,22,76,54,46,28,17,48,17,28,23
2022-07-29 18:03:00,15,114,176,112,124,96,47,56,75,103,77,70,15,30,81,17,14,50
2022-07-29 18:04:00,5,128,157,161,132,109,39,55,28,87,108,33,13,48,48,20,25,159
2022-07-29 18:05:00,5,110,152,175,109,45,39,55,33,110,21,48,28,41,63,31,34,98
2022-07-29 18:06:00,4,117,196,129,90,57,35,76,37,103,36,72,80,171,52,67,45,64
2022-07-29 18:07:00,8,113,116,57,69,69,41,42,61,54,71,145,34,44,78,65,67,57
2022-07-29 18:08:00,9,93,50,85,85,65,46,52,21,35,152,49,26,68,104,40,28,54
2022-07-29 18:09:00,15,112,53,63,71,59,55,48,26,29,82,62,46,26,105,55,27,123
2022-07-29 18:10:00,5,123,48,81,99,65,53,39,67,66,82,128,139,26,144,118,18,70
2022-07-29 18:11:00,13,120,50,57,75,67,42,85,28,67,123,45,87,60,46,36,61,63
2022-07-29 18:12:00,23,89,48,69,91,74,55,55,36,77,47,29,45,80,33,57,31,35
2022-07-29 18:13:00,25,133,51,72,84,50,49,81,69,57,127,64,50,18,86,120,45,45
2022-07-29 18:14:00,18,110,68,68,91,56,72,66,75,28,35,142,63,37,24,28,25,62
2022-07-29 18:15:00,12,114,71,86,103,62,54,66,58,42,71,45,84,66,34,35,32,65
2022-07-29 18:16:00,7,145,62,70,85,57,48,65,25,129,85,116,116,22,49,74,43,68
2022-07-29 18:17:00,15,122,67,65,80,54,56,65,11,52,116,75,45,35,72,57,51,73
2022-07-29 18:18:00,25,118,60,80,98,67,55,57,16,56,43,43,132,57,76,72,43,48
2022-07-29 18:19:00,18,119,47,77,107,59,49,64,16,52,45,80,128,87,110,62,23,65
2022-07-29 18:20:00,16,125,73,81,96,68,52,73,26,66,22,78,52,78,146,75,47,122
2022-07-29 18:21:00,20,124,60,77,107,59,48,55,69,74,43,45,69,63,132,36,55,46
2022-07-29 18:22:00,17,128,61,79,78,65,58,77,27,65,45,74,26,26,63,42,46,41
2022-07-29 18:23:00,21,105,53,85,105,77,45,50,31,76,42,87,29,79,63,32,36,27
2022-07-29 18:24:00,17,137,56,82,105,46,44,59,17,40,45,85,51,28,65,39,55,47
2022-07-29 18:25:00,21,119,61,67,81,46,58,93,37,63,21,49,103,33,91,47,65,146
2022-07-29 18:26:00,15,118,48,71,85,65,46,72,38,50,111,35,84,38,87,67,14,77
2022-07-29 18:27:00,23,126,49,78,106,77,60,68,49,49,52,57,17,60,55,44,26,39
2022-07-29 18:28:00,6,139,55,67,92,59,47,95,52,88,18,41,84,59,36,32,45,142
2022-07-29 18:29:00,32,125,59,90,112,59,49,58,26,69,52,91,100,37,34,89,62,97
2022-07-29 18:30:00,7,148,68,80,102,35,48,76,35,77,66,51,38,55,36,24,32,72
2022-07-29 18:31:00,12,113,59,82,112,74,69,89,74,31,52,47,42,65,83,19,29,38
2022-07-29 18:32:00,14,137,54,78,87,96,58,69,82,91,33,54,122,76,45,38,39,142
2022-07-29 18:33:00,19,111,60,75,134,78,43,88,72,20,84,69,122,88,42,25,61,70
2022-07-29 18:34:00,15,145,54,90,143,78,47,75,67,54,69,177,84,107,44,25,50,27
2022-07-29 18:35:00,18,142,71,96,128,78,56,66,35,56,28,42,31,43,57,15,21,33
2022-07-29 18:36:00,15,160,49,74,111,66,58,86,57,54,34,28,53,38,39,16,12,53
2022-07-29 18:37:00,16,135,52,78,120,63,51,63,22,52,47,58,63,37,61,16,20,51
2022-07-29 18:38:00,10,133,56,83,82,70,52,75,15,98,55,55,82,52,47,22,49,56
2022-07-29 18:39:00,32,128,47,68,110,79,57,16,22,53,28,33,80,58,57,124,42,75
2022-07-29 18:40:00,20,123,66,93,105,65,54,15,39,104,58,106,31,50,50,48,19,49
2022-07-29 18:41:00,14,116,54,68,104,74,62,6,57,57,58,22,33,28,137,41,16,52
2022-07-29 18:42:00,33,119,56,56,85,77,66,5,55,51,59,92,69,44,35,41,32,29
2022-07-29 18:43:00,18,147,65,69,125,83,64,21,41,111,90,38,73,54,39,29,76,31
2022-07-29 18:44:00,17,144,73,98,144,93,58,28,25,29,35,101,150,40,121,32,24,75
2022-07-29 18:45:00,14,164,77,79,130,87,62,44,33,35,33,52,66,46,70,16,37,46
2022-07-29 18:46:00,7,142,61,98,139,78,63,53,42,34,51,45,56,118,115,32,24,62
2022-07-29 18:47:00,13,145,70,87,125,72,60,65,36,56,40,47,39,145,93,26,18,50
2022-07-29 18:48:00,4,118,73,73,125,81,59,64,35,38,50,136,54,50,69,28,36,26
2022-07-29 18:49:00,4,137,72,82,137,90,49,83,53,90,69,41,66,88,99,33,33,49
2022-07-29 18:50:00,4,116,61,74,109,83,64,67,27,29,48,57,50,62,92,49,26,36
2022-07-29 18:51:00,13,117,65,64,119,74,60,83,33,74,127,43,58,20,44,107,25,111
2022-07-29 18:52:00,4,98,76,78,108,93,78,62,46,51,80,110,80,40,41,89,18,25
2022-07-29 18:53:00,4,128,58,103,119,100,64,70,74,35,103,54,30,63,60,36,19,121
2022-07-29 18:54:00,4,114,66,103,148,74,74,66,52,94,51,43,21,57,50,34,30,92
2022-07-29 18:55:00,13,76,86,106,119,116,51,57,40,45,21,39,30,103,80,30,25,64
2022-07-29 18:56:00,9,113,89,103,127,101,59,41,46,99,33,89,39,25,109,35,61,37
2022-07-29 18:57:00,5,106,138,69,116,87,47,54,88,53,20,128,40,50,51,54,60,33
2022-07-29 18:58:00,6,129,164,56,129,82,65,78,67,84,41,18,52,100,58,40,59,54
2022-07-29 18:59:00,7,110,166,54,78,104,70,83,89,33,118,42,113,36,139,40,54,104
2022-07-29 19:00:00,7,110,73,53,155,126,59,62,25,143,36,41,84,32,40,37,40,145
2022-07-29 19:01:00,4,124,96,53,139,119,72,47,54,61,112,67,75,38,31,16,43,68
2022-07-29 19:02:00,4,97,78,79,116,136,47,36,43,57,40,77,39,18,86,28,35,54
2022-07-29 19:03:00,9,127,116,81,126,72,54,68,41,67,44,130,104,54,134,58,59,35
2022-07-29 19:04:00,4,107,151,95,129,80,66,87,20,66,85,52,120,51,175,51,34,60
2022-07-29 19:05:00,8,124,153,84,120,96,65,69,45,37,81,61,28,37,54,36,115,97
2022-07-29 19:06:00,16,105,113,97,108,86,56,93,21,42,45,66,33,33,38,24,21,24
2022-07-29 19:07:00,22,105,119,145,107,118,76,86,60,112,40,49,44,32,88,52,12,41
2022-07-29 19:08:00,54,158,147,107,120,141,69,73,33,41,32,80,94,44,63,22,26,76
2022-07-29 19:09:00,46,70,140,111,117,142,60,79,32,66,85,89,65,49,158,21,38,41
2022-07-29 19:10:00,52,55,21,146,119,121,66,79,21,42,165,48,47,64,50,65,20,17
2022-07-29 19:11:00,48,33,9,72,111,95,153,86,45,101,42,27,36,90,54,50,26,34
2022-07-29 19:12:00,48,57,10,72,110,97,112,55,15,125,43,22,18,104,56,27,79,93
2022-07-29 19:13:00,61,95,4,60,120,101,118,44,30,33,69,53,54,81,47,22,19,36
2022-07-29 19:14:00,50,81,4,82,87,126,102,87,25,97,102,45,130,63,70,36,29,49
2022-07-29 19:15:00,48,105,21,46,88,143,170,71,23,56,91,28,46,72,34,62,20,63
2022-07-29 19:16:00,20,95,5,30,72,107,182,79,35,95,70,86,32,28,53,19,68,60
2022-07-29 19:17:00,71,87,16,25,93,57,168,66,53,55,29,137,62,46,119,32,31,54
2022-07-29 19:18:00,72,101,28,34,79,57,116,61,32,27,29,62,40,110,33,28,47,37
2022-07-29 19:19:00,14,110,35,20,85,56,75,32,33,51,55,28,87,90,40,36,64,75
2022-07-29 19:20:00,8,94,15,31,86,68,76,36,14,65,89,64,58,35,148,47,28,29
2022-07-29 19:21:00,12,69,9,44,63,81,101,57,23,72,28,40,39,79,48,34,64,19
2022-07-29 19:22:00,24,78,42,55,77,81,96,57,32,47,63,101,73,26,79,64,43,35
2022-07-29 19:23:00,9,5,69,70,69,46,95,62,44,132,57,54,45,50,36,35,54,119
2022-07-29 19:24:00,23,12,52,22,55,52,72,55,69,70,87,49,109,120,60,34,18,104
2022-07-29 19:25:00,71,7,37,20,52,60,65,54,28,45,94,28,116,74,28,31,27,59
2022-07-29 19:26:00,54,17,60,22,72,44,49,43,26,22,67,22,47,88,28,53,33,51
2022-07-29 19:27:00,39,5,96,28,77,60,76,35,51,28,58,48,13,42,50,87,68,120
2022-07-29 19:28:00,24,8,99,36,70,65,79,59,47,29,36,58,41,25,51,20,72,75
2022-07-29 19:29:00,58,5,116,17,120,52,65,42,21,83,86,66,104,22,107,37,67,36
2022-07-29 19:30:00,6,5,57,27,98,68,71,55,19,100,36,36,44,20,46,32,46,41
2022-07-29 19:31:00,30,13,134,43,145,123,74,55,29,85,20,40,71,35,27,96,20,41
2022-07-29 19:32:00,70,20,201,81,116,68,95,59,36,92,38,29,127,35,41,18,55,86
2022-07-29 19:33:00,78,9,54,86,133,123,175,61,50,23,55,32,155,53,81,36,26,70
2022-07-29 19:34:00,79,12,55,92,112,106,165,73,23,27,25,30,51,30,37,59,27,63
2022-07-29 19:35:00,71,11,54,91,112,130,156,85,35,99,28,45,21,32,29,30,10,38
2022-07-29 19:36:00,46,6,14,90,112,107,94,82,63,32,46,25,32,64,48,69,20,104
2022-07-29 19:37:00,10,12,5,107,39,92,152,98,37,48,60,17,31,42,97,21,18,13
2022-07-29 19:38:00,7,6,11,83,16,103,150,103,19,65,83,36,68,63,67,33,53,121
2022-07-29 19:39:00,10,9,27,31,4,145,129,62,34,60,36,92,126,56,60,31,44,49
2022-07-29 19:40:00,9,8,142,25,9,141,149,38,39,32,49,48,46,46,70,31,31,53
2022-07-29 19:41:00,17,8,139,49,6,133,193,47,17,37,122,34,39,100,58,40,20,60
2022-07-29 19:42:00,11,9,153,103,15,119,155,58,31,58,134,39,79,108,46,54,15,86
2022-07-29 19:43:00,11,13,152,84,11,85,95,41,112,66,78,62,88,50,39,33,20,98
2022-07-29 19:44:00,10,8,141,42,10,76,58,55,20,65,24,100,48,91,39,31,40,40
2022-07-29 19:45:00,8,12,133,46,9,96,69,74,67,125,57,21,47,85,42,62,29,42
2022-07-29 19:46:00,16,9,145,35,9,82,125,60,59,26,55,32,63,71,47,81,37,64
2022-07-29 19:47:00,16,5,142,22,5,81,145,48,69,22,38,74,60,88,97,97,27,49
2022-07-29 19:48:00,13,10,158,45,14,95,117,54,57,54,28,46,59,29,48,29,35,36
2022-07-29 19:49:00,21,13,158,33,11,123,128,37,29,24,54,36,80,22,59,47,33,51
2022-07-29 19:50:00,23,7,145,26,9,131,116,71,44,20,54,42,131,69,46,114,57,74
2022-07-29 19:51:00,19,7,136,35,9,112,152,24,39,97,34,40,63,52,54,93,27,36
2022-07-29 19:52:00,17,13,154,56,5,138,175,46,12,58,38,58,59,35,123,42,89,86
2022-07-29 19:53:00,16,20,149,41,9,99,154,42,85,42,24,29,88,102,55,31,49,76
2022-07-29 19:54:00,36,87,157,28,8,57,103,35,28,25,46,26,176,49,27,19,45,41
2022-07-29 19:55:00,48,92,121,83,17,104,57,45,57,26,66,54,44,39,26,64,16,41
2022-07-29 19:56:00,48,104,38,49,17,123,20,29,54,43,108,85,68,43,46,25,47,46
2022-07-29 19:57:00,15,42,40,57,22,124,12,30,22,85,59,94,41,102,36,15,66,50
2022-07-29 19:58:00,7,47,28,56,6,51,22,57,60,147,89,113,52,159,76,46,24,70
2022-07-29 19:59:00,13,64,23,56,5,34,19,49,80,126,32,65,46,21,59,29,29,67
2022-07-29 20:00:00,29,89,37,29,12,24,21,56,39,39,41,96,61,41,136,62,51,103
2022-07-29 20:01:00,33,43,34,55,4,33,19,31,28,14,33,88,47,25,42,44,29,69
2022-07-29 20:02:00,38,52,21,35,14,17,12,38,46,58,41,30,133,32,51,60,26,184
2022-07-29 20:03:00,32,27,22,62,9,18,12,55,70,106,73,66,41,37,69,127,37,126
2022-07-29 20:04:00,63,35,20,31,5,23,11,69,17,32,43,52,73,41,32,33,20,60
2022-07-29 20:05:00,45,36,24,51,12,22,17,76,34,31,37,33,42,27,17,83,26,98
2022-07-29 20:06:00,41,79,20,38,6,18,17,46,16,17,58,20,31,28,40,28,19,103
2022-07-29 20:07:00,57,99,36,45,16,17,20,64,23,35,45,36,41,31,127,34,14,118
2022-07-29 20:08:00,52,90,15,44,11,38,18,79,37,36,95,30,52,42,165,28,7,26
2022-07-29 20:09:00,28,72,28,74,20,28,18,57,38,110,74,40,92,31,118,15,23,33
2022-07-29 20:10:00,28,63,36,61,10,38,16,62,49,49,31,32,33,112,102,29,61,51
2022-07-29 20:11:00,16,31,21,41,5,34,24,72,48,85,87,69,26,46,35,30,55,41
2022-07-29 20:12:00,48,52,32,58,5,26,15,68,84,42,35,62,114,66,31,38,60,15
2022-07-29 20:13:00,26,26,24,48,9,29,23,99,26,175,81,37,43,77,33,37,44,45
2022-07-29 20:14:00,17,58,26,62,10,33,29,76,58,143,75,41,93,101,20,39,49,41
2022-07-29 20:15:00,12,58,35,49,15,41,23,61,34,55,52,40,66,53,70,45,11,49
2022-07-29 20:16:00,9,81,37,61,5,35,35,77,71,63,121,23,72,52,90,32,32,44
2022-07-29 20:17:00,6,66,39,66,8,48,28,81,48,73,20,29,92,81,35,106,71,125
2022-07-29 20:18:00,14,80,38,48,15,62,25,56,37,123,24,85,159,85,142,21,101,69
2022-07-29 20:19:00,25,81,40,75,13,44,28,90,11,43,52,44,91,92,63,55,18,91
2022-07-29 20:20:00,14,85,41,65,26,28,29,84,21,73,56,29,82,161,38,61,29,61
2022-07-29 20:21:00,23,85,40,32,20,61,26,71,24,55,59,53,26,59,33,69,57,49
2022-07-29 20:22:00,15,73,26,56,17,106,14,44,19,45,13,111,26,50,150,29,86,134
2022-07-29 20:23:00,10,68,41,57,22,92,18,39,54,45,37,44,98,42,112,35,27,57
2022-07-29 20:24:00,6,79,31,37,16,112,16,49,22,19,68,67,75,46,41,112,86,63
2022-07-29 20:25:00,7,30,18,73,26,116,23,55,29,41,20,60,88,52,47,61,50,80
2022-07-29 20:26:00,13,39,19,45,17,104,16,31,64,100,24,117,65,66,88,17,58,38
2022-07-29 20:27:00,12,15,15,40,19,101,8,29,24,50,40,46,90,38,123,41,33,95
2022-07-29 20:28:00,11,41,18,57,7,94,25,52,18,50,67,33,111,22,75,39,56,44
2022-07-29 20:29:00,7,21,17,48,13,81,15,61,29,37,83,65,103,40,128,27,25,165
2022-07-29 20:30:00,8,20,22,44,24,91,18,72,44,41,51,153,122,43,43,49,45,122
2022-07-29 20:31:00,25,45,17,44,24,65,28,77,51,37,17,38,171,95,16,38,72,74
2022-07-29 20:32:00,12,35,16,40,14,71,30,80,35,73,23,56,76,43,24,79,12,34
2022-07-29 20:33:00,11,15,15,38,10,82,106,72,59,56,27,53,80,44,41,28,66,24
2022-07-29 20:34:00,26,25,22,38,6,73,109,45,19,113,65,32,39,52,91,28,36,40
2022-07-29 20:35:00,10,29,14,38,11,74,104,80,12,73,76,33,18,20,50,74,42,48
2022-07-29 20:36:00,17,24,13,34,12,84,78,83,9,18,43,34,21,61,59,32,15,43
2022-07-29 20:37:00,10,42,24,41,10,74,95,76,19,33,26,30,55,38,45,46,60,69
2022-07-29 20:38:00,15,19,19,34,15,66,103,76,29,128,29,71,41,85,63,82,26,97
2022-07-29 20:39:00,33,24,21,48,11,77,103,65,55,112,29,32,39,75,145,36,67,131
2022-07-29 20:40:00,28,40,24,49,9,68,103,72,35,48,117,33,73,35,56,25,20,61
2022-07-29 20:41:00,7,31,20,26,36,101,125,93,66,52,62,64,106,66,36,38,30,70
2022-07-29 20:42:00,27,20,19,55,62,83,112,94,96,145,62,52,97,104,69,40,60,76
2022-07-29 20:43:00,10,34,29,36,58,84,120,77,48,93,45,41,34,32,44,38,28,25
2022-07-29 20:44:00,13,20,19,36,75,82,89,72,105,65,67,40,31,24,105,38,58,23
2022-07-29 20:45:00,36,20,21,38,73,84,117,83,22,101,14,79,30,43,111,39,27,48
2022-07-29 20:46:00,16,18,19,37,70,75,125,79,20,43,30,31,45,82,40,14,37,21
2022-07-29 20:47:00,10,46,20,38,57,67,127,76,76,25,31,50,97,41,64,42,36,58
2022-07-29 20:48:00,22,19,19,34,59,69,90,78,77,35,93,144,115,83,141,78,40,21
2022-07-29 20:49:00,24,22,14,37,63,88,80,79,55,60,35,38,176,48,59,32,44,99
2022-07-29 20:50:00,21,17,13,37,60,83,98,87,49,48,35,40,75,54,43,45,70,90
2022-07-29 20:51:00,13,19,15,33,56,60,79,75,64,120,50,41,95,55,66,33,19,165
2022-07-29 20:52:00,23,27,10,33,71,24,96,70,42,110,84,70,41,86,20,63,28,56
2022-07-29 20:53:00,12,26,19,34,65,46,100,79,19,99,56,65,75,107,41,28,30,69
2022-07-29 20:54:00,8,26,14,37,65,47,134,93,8,49,54,111,85,48,20,28,35,69
2022-07-29 20:55:00,21,20,18,37,54,46,140,79,11,31,116,82,76,86,68,24,43,70
2022-07-29 20:56:00,19,35,14,36,70,46,82,89,16,67,59,110,43,124,43,17,15,44
2022-07-29 20:57:00,8,30,18,33,53,42,98,72,56,98,67,34,39,31,93,26,14,35
2022-07-29 20:58:00,17,20,15,29,44,39,82,47,79,86,25,44,141,21,53,44,24,27
2022-07-29 20:59:00,18,8,13,29,54,39,87,49,24,130,43,95,82,41,45,67,53,42
2022-07-29 21:00:00,41,13,54,19,79,43,82,34,60,44,33,46,48,55,67,49,28,69
2022-07-29 21:01:00,31,9,51,43,85,46,79,37,62,27,28,98,36,158,40,74,68,51
2022-07-29 21:02:00,46,18,52,46,92,49,99,42,89,31,106,29,62,29,75,42,36,56
2022-07-29 21:03:00,43,10,50,38,83,47,118,37,34,48,45,61,78,16,29,43,30,57
2022-07-29 21:04:00,52,13,51,28,78,46,87,53,73,18,73,64,54,27,18,84,52,23
2022-07-29 21:05:00,21,19,64,47,79,46,91,29,27,21,62,49,44,85,47,52,26,44
2022-07-29 21:06:00,38,17,66,39,87,49,98,51,23,40,23,167,112,42,96,18,26,100
2022-07-29 21:07:00,23,10,55,39,78,46,99,37,46,64,37,57,168,91,45,15,31,38
2022-07-29 21:08:00,36,12,57,40,95,47,93,44,29,117,91,62,73,71,41,21,57,46
2022-07-29 21:09:00,36,8,43,43,99,49,118,44,38,71,55,197,60,82,29,25,32,30
2022-07-29 21:10:00,18,11,51,38,103,46,104,38,31,122,67,66,110,64,33,45,39,81
2022-07-29 21:11:00,8,14,57,38,113,46,80,52,30,99,29,51,97,97,45,19,20,159
2022-07-29 21:12:00,9,21,51,39,47,45,110,42,23,49,85,44,33,18,47,18,25,41
2022-07-29 21:13:00,7,16,49,29,68,43,97,49,15,46,115,29,40,50,187,23,28,104
2022-07-29 21:14:00,5,29,48,32,75,45,79,54,37,132,37,31,57,43,65,47,72,43
2022-07-29 21:15:00,5,39,49,29,66,43,66,53,28,44,81,21,98,44,52,40,54,67
2022-07-29 21:16:00,7,11,47,92,17,42,87,31,17,123,63,59,57,40,39,24,61,128
2022-07-29 21:17:00,12,27,73,61,9,42,73,22,12,50,71,39,96,171,118,55,26,78
2022-07-29 21:18:00,16,27,70,62,8,43,68,40,41,52,33,62,78,49,72,15,32,94
2022-07-29 21:19:00,19,42,69,52,10,14,87,46,26,45,27,95,20,56,36,53,21,126
2022-07-29 21:20:00,25,40,55,49,9,120,42,23,20,41,75,61,55,128,48,62,110,85
2022-07-29 21:21:00,20,30,67,85,14,45,42,45,24,64,107,88,117,56,43,61,31,58
2022-07-29 21:22:00,41,23,49,19,7,67,32,37,74,37,27,30,51,22,28,65,28,89
2022-07-29 21:23:00,31,32,40,26,8,70,57,35,35,100,29,93,50,36,43,53,78,61
2022-07-29 21:24:00,31,45,48,24,7,56,40,30,32,41,39,40,35,79,91,98,44,32
2022-07-29 21:25:00,30,19,64,32,10,55,39,47,62,74,34,29,40,33,20,22,24,78
2022-07-29 21:26:00,23,11,51,27,6,57,53,35,64,59,21,34,42,24,42,30,27,247
2022-07-29 21:27:00,22,18,62,35,10,56,44,21,32,41,94,65,91,83,91,60,41,64
2022-07-29 21:28:00,37,16,48,31,5,54,39,39,21,68,75,76,91,59,162,27,65,32
2022-07-29 21:29:00,21,7,51,35,4,54,50,51,50,39,56,76,62,47,76,57,20,132
2022-07-29 21:30:00,33,24,50,34,7,56,53,58,37,46,29,54,30,104,61,36,30,36
2022-07-29 21:31:00,17,21,55,42,8,56,55,69,47,102,32,11,23,47,64,98,75,30
2022-07-29 21:32:00,19,14,64,46,8,67,67,54,42,77,83,30,35,35,22,30,21,61
2022-07-29 21:33:00,21,34,68,66,7,60,63,68,27,52,26,48,63,20,81,21,17,30
2022-07-29 21:34:00,44,21,56,56,9,28,39,45,47,146,43,11,45,52,52,30,22,32
2022-07-29 21:35:00,47,19,61,62,13,53,57,50,46,62,45,26,110,57,55,68,18,86
2022-07-29 21:36:00,39,22,50,31,6,43,51,56,83,93,107,27,72,55,79,15,29,39
2022-07-29 21:37:00,41,19,54,33,10,69,63,49,60,30,48,51,34,58,45,50,50,20
2022-07-29 21:38:00,29,14,69,58,5,50,36,36,63,93,44,120,87,102,118,71,11,35
2022-07-29 21:39:00,34,16,46,35,8,49,40,42,43,46,27,40,49,57,87,33,18,68
2022-07-29 21:40:00,31,19,44,25,7,44,40,27,34,87,55,19,56,55,36,41,29,48
2022-07-29 21:41:00,18,6,39,13,12,46,58,51,44,59,20,27,32,28,59,46,85,78
2022-07-29 21:42:00,17,12,32,16,8,48,31,26,69,49,16,133,58,28,53,20,21,51
2022-07-29 21:43:00,15,15,46,27,6,44,25,26,34,85,36,76,101,24,45,80,21,69
2022-07-29 21:44:00,25,15,38,18,8,30,29,33,30,73,21,27,55,67,82,96,11,132
2022-07-29 21:45:00,19,11,36,15,10,49,34,34,52,71,53,40,52,127,43,29,14,43
2022-07-29 21:46:00,23,25,53,30,13,60,37,25,19,65,30,82,64,25,44,16,11,42
2022-07-29 21:47:00,15,18,61,31,8,49,17,30,19,41,22,100,119,59,87,35,37,62
2022-07-29 21:48:00,19,25,43,21,11,70,21,18,37,172,28,49,58,40,131,103,30,68
2022-07-29 21:49:00,20,16,54,23,17,50,27,22,67,65,35,27,36,95,71,37,57,48
2022-07-29 21:50:00,12,25,39,20,10,56,33,22,33,30,29,29,52,84,167,22,77,36
2022-07-29 21:51:00,22,29,50,24,8,62,13,22,32,144,29,23,31,39,61,42,48,33
2022-07-29 21:52:00,21,20,48,17,9,50,33,26,10,37,51,31,84,26,44,51,62,44
2022-07-29 21:53:00,12,43,34,21,18,56,26,28,41,22,28,55,80,80,125,44,31,93
2022-07-29 21:54:00,19,71,55,22,8,50,28,24,50,17,48,75,61,65,62,49,35,96
2022-07-29 21:55:00,16,24,57,28,17,53,15,25,21,22,29,42,71,75,22,25,91,50
2022-07-29 21:56:00,22,29,42,36,12,57,30,31,14,43,30,83,77,129,57,31,31,67
2022-07-29 21:57:00,17,26,50,24,13,69,22,18,22,153,45,107,70,55,90,69,33,66
